player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,YEAR
Alex Wright,98318,ED,UAB,12,3,0,321,91.4,3,43,241,99.6,22.8,55,3,11.6,5,262,261,51,0,91.6,2,25,77,100,39,30,21.4,3,89,89,30,2021
George Karlaftis,98319,ED,PURDUE,12,0,1,273,90.6,14,35,314,99.7,21,66,2,9.4,5,336,335,54,0,90.8,4,19,127,100,26,33,13,5,143,143,28,2021
Will Smart,98321,DI,WAKE,2,0,0,339,59,0,0,3,100,0,0,0,0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0,2021
Tavion Woodard,98322,ED,BALL ST,12,0,0,117,71.3,0,17,276,100,9.1,25,1,4.9,5,287,287,22,0,74.2,0,8,89,100,14.6,13,7.9,3,92,92,11,2021
Casey Kline,98325,ED,BOISE ST,6,0,0,120,53.8,0,0,17,94.4,0,0,0,0,0,18,17,0,0,57.3,0,0,2,66.7,0,0,0,0,3,2,0,2021
Mykol Clark,98326,ED,LA TECH,12,0,0,208,58.3,0,14,183,86.5,6.6,12,0,5.5,3,222,192,17,0,55.7,0,3,63,97.1,6.3,4,4,1,68,66,4,2021
Siaki Ika,98328,DI,BAYLOR,11,2,0,118,78.3,2,17,214,100,10.3,22,4,6.3,4,227,227,23,0,76.9,1,10,79,100,12.7,10,9.5,2,83,83,13,2021
Justin Moore,98329,DI,UCONN,3,0,0,146,59.7,0,0,21,100,0,0,0,4.8,1,21,21,1,0,55.1,0,0,11,100,0,0,0,0,11,11,0,2021
Jared Harrison-Hunte,98331,DI,MIAMI FL,11,0,0,220,67.7,2,13,225,98.3,10.7,24,1,4.2,2,235,231,17,0,66.5,1,6,70,98.6,18.6,13,6.4,1,73,72,8,2021
Darius Alexander,98333,DI,TOLEDO,12,2,0,316,65.5,1,6,130,98.6,5.4,7,2,2.7,0,147,145,7,2,71.1,1,3,43,100,11.6,5,4.7,0,50,50,4,2021
Akili Bonner,98334,DI,WYOMING,1,0,0,351,59.7,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2021
Breylon Garcia,98336,ED,NEVADA,4,0,0,239,68.7,2,2,23,100,13,3,1,13,1,23,23,5,0,66.4,2,1,14,100,7.1,1,17.9,1,14,14,4,2021
Dorian Wesley,98338,DI,TOLEDO,1,0,0,316,57.3,0,0,5,100,0,0,0,0,0,6,6,0,0,57.3,0,0,4,100,0,0,0,0,5,5,0,2021
Isaiah Chaney,98340,ED,WAKE,3,0,0,339,69.8,0,4,22,100,18.2,4,1,9.1,0,22,22,4,0,70.6,0,3,10,100,30,3,15,0,10,10,3,2021
DeVonne Harris,98341,ED,WYOMING,10,1,0,351,53.7,0,0,51,96.4,0,0,0,0,0,55,53,0,0,53.1,0,0,12,92.3,0,0,0,0,13,12,0,2021
R.J. Oben,98342,ED,DUKE,12,0,2,154,73.6,1,23,282,98,14.9,42,4,6,5,302,296,29,0,71.9,0,15,109,97.5,22,24,7.8,1,120,117,16,2021
Marshawn Kneeland,98344,ED,W MICHIGAN,12,2,0,347,61.7,0,16,188,96.6,8.5,16,2,5.9,3,206,199,19,0,59.6,0,9,78,95.2,11.5,9,7.1,1,84,80,10,2021
Da'Jon Terry,98345,DI,TENNESSEE,11,0,0,307,65.5,1,7,129,99.2,5.4,7,0,3.1,0,132,131,8,0,66.5,0,5,32,100,15.6,5,7.8,0,33,33,5,2021
Devin Baldwin,98346,ED,UMASS,7,0,0,216,55.5,1,3,149,100,4,6,0,2,1,157,157,5,0,53.4,1,0,25,100,4,1,2,0,27,27,1,2021
David Reynolds,98347,ED,FIU,8,0,0,166,59.1,0,2,25,100,12,3,0,4,0,27,27,2,0,52.6,0,1,4,100,25,1,12.5,0,6,6,1,2021
Jordan Bertagnole,98348,DI,WYOMING,12,0,0,351,61.9,4,8,196,100,4.6,9,1,4.1,2,201,201,14,0,63.5,2,4,56,100,7.1,4,7.1,1,57,57,7,2021
Caleb Oppan,98349,ED,DUKE,12,0,0,154,57,1,3,118,97.6,6.8,8,0,2.5,1,125,122,5,0,57.1,0,2,51,96.4,7.8,4,3.9,1,55,53,3,2021
Duke Olges,98350,ED,NWESTERN,2,0,0,256,57.7,0,1,2,100,0,0,0,25,0,2,2,1,0,57.7,0,1,2,100,0,0,25,0,2,2,1,2021
Deshawn Holt,98439,ED,MARYLAND,7,1,0,215,61.7,1,3,60,66.7,6.7,4,2,6.7,2,96,64,6,0,60.9,1,0,23,78.8,8.7,2,10.9,2,33,26,3,2021
Jason Vaughn,98440,ED,USF,11,0,0,327,70.8,5,7,157,94.9,12.7,20,0,5.1,2,175,166,14,0,69.1,0,4,35,95.1,22.9,8,8.6,1,41,39,5,2021
Nick Curtis,98441,ED,AUBURN,1,0,0,115,63.7,0,1,7,100,14.3,1,0,7.1,0,7,7,1,0,66.2,0,1,3,100,33.3,1,16.7,0,3,3,1,2021
Shitta Sillah,98442,ED,BOSTON COL,10,2,0,121,66,1,11,126,94.4,8.7,11,2,5.6,1,142,134,13,1,68.8,1,2,40,95.7,15,6,6.3,1,46,44,4,2021
Seth Coleman,98443,ED,ILLINOIS,10,2,0,187,64.1,1,6,101,72.6,6.9,7,0,5.4,2,146,106,9,2,68.7,1,5,50,94.8,10,5,10,2,58,55,8,2021
Kayvon Thibodeaux,98444,ED,OREGON,10,0,2,264,91.6,11,25,242,87.5,20.7,50,7,10.7,8,297,260,44,0,92,7,15,105,92.7,33.3,35,14.3,4,124,115,26,2021
Kendall Wilkerson,98450,ED,LA LAFAYET,12,1,0,207,72.6,1,12,118,97.6,12.7,15,0,6.4,1,125,122,14,1,74.4,0,7,52,98.2,15.4,8,8.7,1,56,55,8,2021
Jackson Ness,98451,DI,BOSTON COL,1,0,0,121,60,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2021
Keith Randolph Jr.,98452,DI,ILLINOIS,10,1,0,187,64.8,2,2,184,99.5,3.8,7,1,3.3,4,195,194,8,0,71.9,1,0,52,98.1,7.7,4,4.8,2,54,53,3,2021
Ty Danzy,98453,ED,FIU,12,1,0,166,56,1,2,149,93.9,3.4,5,3,1,0,163,153,3,0,53.7,0,1,28,96.8,3.6,1,1.8,0,31,30,1,2021
Ahmad Craig,98454,ED,DUKE,7,0,0,154,58.1,1,0,35,97.3,5.7,2,0,1.4,0,37,36,1,0,58.2,1,0,19,95.2,5.3,1,2.6,0,21,20,1,2021
Aiden Malenchek,98455,ED,OHIO,9,0,0,259,57.1,0,1,55,98.2,3.6,2,0,0.9,0,57,56,1,0,53.6,0,0,13,92.9,0,0,0,0,14,13,0,2021
Izaiah Henderson,98456,DI,BOSTON COL,12,0,0,121,53.2,0,2,72,100,0,0,1,1.4,0,80,80,2,0,54.4,0,0,17,100,0,0,0,0,19,19,0,2021
Eric Watts,98459,ED,UCONN,9,0,0,146,58.7,4,17,271,100,7,19,3,4.6,2,285,285,23,0,59.2,2,2,67,100,9,6,4.5,1,74,74,5,2021
Adam Plant,98461,ED,UNLV,10,0,0,325,64.2,4,11,182,81.2,10.4,19,2,6.3,4,234,190,19,0,69,0,11,69,93.7,18.8,13,12.3,3,79,74,14,2021
Zach Harrison,98503,ED,OHIO STATE,11,3,0,260,85.2,4,17,264,91.7,14,37,1,5.5,4,303,278,25,1,81.2,2,8,72,89.7,27.8,20,8.3,1,87,78,11,2021
Cory Stover,98505,ED,OREGON ST,12,0,0,265,60.6,0,7,89,86,7.9,7,1,5.1,1,107,92,8,0,57.3,0,3,43,91.7,7,3,5.8,1,48,44,4,2021
Christian Rorie,98506,DI,DUKE,10,0,0,154,63.7,1,5,67,100,7.5,5,5,4.5,0,69,69,6,0,60,0,2,26,100,3.8,1,3.8,0,27,27,2,2021
Brock Higdon,98522,ED,S ALABAMA,12,0,0,288,69,3,4,88,73.5,11.4,10,0,4,0,132,97,7,0,63.1,0,2,21,69.4,14.3,3,4.8,0,36,25,2,2021
Tatum Bethune,98532,LB,UCF,11,1,0,323,80,2,11,65,20,12.3,8,2,16.2,4,340,68,17,0,71.6,0,7,26,22.4,15.4,4,25,3,125,28,10,2021
Jeremiah Jean-Baptiste,98536,LB,UCF,11,0,3,323,54.1,4,8,59,21.8,3.4,2,6,10.2,0,285,62,12,0,57.2,2,2,21,20.9,4.8,1,9.5,0,110,23,4,2021
Derek Burns,98541,ED,UCF,1,0,0,323,61,0,0,10,90.9,0,0,0,0,0,11,10,0,0,57.3,0,0,3,100,0,0,0,0,3,3,0,2021
Keenan Hester,98543,DI,UCF,12,1,0,323,64.2,0,17,250,100,6.4,16,1,3.8,1,259,259,18,0,61.2,0,6,85,100,7.1,6,4.7,1,89,89,7,2021
Jaylen Mahoney,98558,CB,VANDERBILT,12,0,1,333,70.2,0,0,10,2.8,0,0,1,20,2,360,10,2,0,71.5,0,0,2,2.1,0,0,50,1,94,2,1,2021
Justin Harris,98565,CB,VANDERBILT,2,0,0,333,59.2,0,0,1,5,0,0,0,0,0,20,1,0,0,59.2,0,0,1,50,0,0,0,0,2,1,0,2021
Gabe Jeudy-Lally,98566,CB,VANDERBILT,12,0,2,333,48.7,0,1,2,0.6,0,0,6,25,0,322,2,1,0,55.5,0,1,1,1.3,0,0,50,0,78,1,1,2021
Anfernee Orji,98568,LB,VANDERBILT,12,0,1,333,61.7,3,2,70,18.3,7.1,5,4,3.6,0,421,77,5,0,63.2,3,2,29,33.3,10.3,3,8.6,0,99,33,5,2021
Daevion Davis,98569,DI,VANDERBILT,10,6,0,333,69.8,4,7,233,99.2,5.6,13,0,2.8,1,250,248,12,1,68.1,3,3,54,96.8,11.1,6,5.6,0,63,61,6,2021
Christian James,98572,ED,VANDERBILT,10,1,0,333,59.9,2,9,151,98.7,5.3,8,0,3.6,0,157,155,11,0,54.4,0,1,28,100,0,0,1.8,0,29,29,1,2021
Nate Clifton,98574,ED,VANDERBILT,12,2,0,333,55.3,0,8,240,98.1,2.5,6,0,1.7,0,258,253,8,0,56.5,0,3,41,93.9,4.9,2,3.7,0,49,46,3,2021
Tyrek Moody,98587,CB,SO MISS,10,0,0,296,61.5,0,1,8,9.5,0,0,2,6.3,0,95,9,1,0,56.2,0,1,2,5.3,0,0,25,0,38,2,1,2021
Duron Lowe,98590,CB,LIBERTY,12,1,0,206,89.3,0,1,2,0.7,50,1,2,25,0,306,2,1,0,74.8,0,0,1,1.2,100,1,0,0,85,1,0,2021
Fentrell Cypress II,98591,CB,VIRGINIA,6,0,0,335,76.6,0,0,1,0.7,0,0,3,100,1,149,1,1,0,,0,0,0,0,,0,,0,45,0,0,2021
Derrick Langford,98592,CB,WASH STATE,12,0,0,341,64.3,1,1,4,1.3,25,1,2,25,0,297,4,2,0,59.3,0,0,1,0.8,0,0,0,0,125,1,0,2021
Tony Collier,98594,CB,NEW MEXICO,9,0,0,241,69.3,0,0,4,2.7,25,1,1,0,0,187,5,0,0,68.3,0,0,1,3.1,0,0,0,0,65,2,0,2021
Cam Goode,98596,DI,UCF,12,3,0,323,68.6,2,5,204,100,7.4,15,1,2.7,2,208,208,9,1,74.7,2,4,89,100,13.5,12,5.6,2,90,90,8,2021
Tavai Tuitasi,98597,ED,UNLV,1,0,0,325,57.8,0,0,3,100,0,0,0,0,0,3,3,0,0,59.3,0,0,1,100,0,0,0,0,1,1,0,2021
Dashawn Crawford,98599,DI,SO MISS,12,0,0,296,74.2,7,5,150,100,11.3,17,0,4.7,1,153,153,13,0,82,7,4,62,100,21,13,8.9,0,62,62,11,2021
Grant Trueman,98600,ED,E MICHIGAN,12,1,0,160,70.1,0,4,94,98,10.6,10,0,4.3,2,100,98,6,0,77.8,0,3,29,100,20.7,6,12.1,2,29,29,5,2021
Trevon Mason,98601,DI,ARIZONA,11,4,0,109,70.4,6,12,244,99.6,7,17,4,5.7,5,266,265,23,3,72.9,4,10,113,100,10.6,12,8.8,3,122,122,17,2021
Marcus Bragg,98604,ED,W KENTUCKY,12,1,0,346,63.1,0,7,169,96.8,10.1,17,0,3.3,2,188,182,9,0,62.6,0,4,72,97.5,12.5,9,5.6,2,80,78,6,2021
TJ Johnson,98606,DI,MARSHALL,12,3,0,214,74.1,3,12,212,99.1,9.9,21,0,5,3,227,225,18,0,75,2,6,63,98.5,17.5,11,7.9,1,68,67,9,2021
Enock Makonzo,98611,S,COAST CAR,12,0,0,141,68.1,4,7,70,22.8,14.3,10,0,7.9,0,312,71,11,0,67.8,1,4,15,21.4,26.7,4,16.7,0,70,15,5,2021
Chris Bell,98613,S,NEW MEX ST,9,0,0,242,63.1,1,1,4,3.7,0,0,1,25,0,109,4,2,0,59.7,0,1,1,2.3,0,0,50,0,44,1,1,2021
Tre Young,98615,S,S ALABAMA,12,0,0,288,59.5,0,0,1,0.3,0,0,1,0,0,346,1,0,0,,0,0,0,0,,0,,0,108,0,0,2021
TQ Newsome,98625,LB,SO MISS,10,0,0,296,82.6,2,4,22,20.2,18.2,4,0,27.3,3,109,22,9,0,70.3,1,3,11,27.5,18.2,2,27.3,1,40,11,5,2021
Tariq Speights,98632,LB,E MICHIGAN,12,0,0,160,71.8,1,1,20,8,15,3,1,15,2,262,21,4,0,73,0,1,4,6.2,25,1,37.5,1,65,4,2,2021
Rashie Hodge Jr.,98633,LB,ARIZONA,12,0,1,109,58.2,0,1,12,15.9,0,0,3,12.5,1,82,13,2,0,56.6,0,1,4,7.7,0,0,37.5,1,52,4,2,2021
Swayze Bozeman,98634,LB,SO MISS,4,0,0,296,48.2,0,0,24,27.2,0,0,0,0,0,92,25,0,0,49.9,0,0,16,42.1,0,0,0,0,38,16,0,2021
Caleb Johnson,98635,LB,UCLA,11,0,0,324,60.3,6,11,82,28.2,7.3,6,1,10.4,0,316,89,17,0,58.6,3,6,25,28.8,12,3,18,0,104,30,9,2021
Nick Anderson,98636,LB,TULANE,9,0,0,319,69.6,6,3,47,23.8,14.9,7,0,16,3,206,49,12,0,72.1,2,2,24,31.3,25,6,16.7,2,80,25,6,2021
Nick Jackson,98640,LB,VIRGINIA,12,2,0,335,64.1,1,10,122,31.2,5.7,7,0,7,3,410,128,14,1,68.9,0,5,52,43.1,11.5,6,10.6,3,123,53,8,2021
Reco Hannah,98644,LB,NEW MEXICO,4,0,1,241,67,1,1,45,52.7,11.1,5,2,6.7,2,93,49,4,0,69,1,1,16,51.4,18.8,3,18.8,2,37,19,4,2021
Chester Kimbrough,98646,CB,MICH STATE,11,0,1,223,98.5,1,0,4,0.9,0,0,4,37.5,1,434,4,2,0,99.3,1,0,3,1.6,0,0,50,1,192,3,2,2021
Lando Grey,98659,DI,S JOSE ST,10,1,0,285,59.7,1,6,161,99.4,4.3,7,1,2.2,0,174,173,7,0,61.1,0,2,37,100,8.1,3,2.7,0,41,41,2,2021
Gi'Narious Johnson,98660,DI,S ALABAMA,12,0,0,288,76.7,1,11,145,99.4,7.6,11,0,5.5,2,156,155,14,0,86.4,0,2,26,96.9,15.4,4,11.5,2,32,31,4,2021
Kaiir Elam,98693,CB,FLORIDA,9,1,1,163,77.8,0,1,5,2.1,20,1,8,10,0,336,7,1,0,58.2,0,1,1,1,0,0,50,0,102,1,1,2021
Jonathan Alexander,98707,S,CHARLOTTE,9,0,0,136,78.8,0,0,1,1.1,100,1,0,0,0,261,3,0,0,60,0,0,0,1.2,,0,,0,85,1,0,2021
Naeem Smith,98708,S,RICE,12,0,0,275,64.4,1,1,16,3.7,12.5,2,0,12.5,1,427,16,3,0,67.1,1,1,5,3.4,40,2,20,0,149,5,2,2021
Te'Cory Couch,98755,CB,MIAMI FL,12,0,0,220,61.2,1,3,19,6.9,15.8,3,0,10.5,0,276,19,4,0,61,0,2,11,11.8,18.2,2,9.1,0,93,11,2,2021
Josh Neely,98762,ED,MIAMI FL,1,0,0,220,66.1,0,1,3,100,33.3,1,0,16.7,0,3,3,1,0,59.2,0,0,1,100,0,0,0,0,1,1,0,2021
DJuan Matthews,98766,ED,HAWAII,13,0,0,180,65.3,6,23,310,93.9,7.7,24,0,5.3,2,343,322,31,0,69.7,1,7,91,94.2,12.1,11,5.5,1,103,97,9,2021
Kyon Barrs,98769,DI,ARIZONA,10,0,0,109,68.7,2,13,189,100,7.9,15,1,7.1,6,203,203,21,0,70.7,1,9,79,100,15.2,12,8.9,2,83,83,12,2021
Eddie Siaumau-Sanitoa,98771,ED,ARIZONA,1,0,0,109,59.9,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2021
Dante Smith,98773,LB,ARIZONA,1,0,0,109,54.7,0,0,4,17.4,0,0,0,0,0,23,4,0,0,55.3,0,0,3,23.1,0,0,0,0,13,3,0,2021
Avery Huff,98774,LB,MIAMI FL,3,1,0,220,76.6,0,0,7,33.3,14.3,1,0,0,0,21,7,0,0,,0,0,0,0,,0,,0,3,0,0,2021
Mohamoud Diabate,98780,LB,FLORIDA,12,0,0,163,75.7,3,16,54,18.1,18.5,10,3,17.6,0,320,58,19,0,83.1,2,9,23,23.3,34.8,8,23.9,0,103,24,11,2021
Ty'Ron Hopper,98781,LB,FLORIDA,12,0,0,163,75.3,2,9,23,9.9,21.7,5,0,28.3,1,252,25,12,0,81.1,1,3,10,14.5,30,3,30,1,76,11,5,2021
Jesiah Pierre,98782,LB,TEXAS TECH,9,0,0,315,57.8,0,2,21,19.8,0,0,0,4.8,0,111,22,2,0,55.5,0,0,5,20.8,0,0,0,0,24,5,0,2021
Khris Bogle,98783,ED,FLORIDA,11,0,1,163,59.2,2,5,92,68.8,6.5,6,1,6,2,144,99,9,0,65.7,2,3,40,85.4,10,4,8.8,1,48,41,6,2021
Lloyd Summerall,98784,ED,FLORIDA,3,0,0,163,66.6,0,0,6,75,0,0,0,16.7,1,8,6,1,0,58.3,0,0,2,100,0,0,0,0,2,2,0,2021
Hot Rod Fitten,98827,ED,S CAROLINA,1,0,0,289,60,0,0,1,50,0,0,0,0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0,2021
M.J. Devonshire,98832,CB,PITTSBURGH,10,0,2,268,57.5,0,0,2,1,0,0,5,0,0,198,2,0,0,,0,0,0,0,,0,,0,49,0,0,2021
Jay Ward,98833,S,LSU,10,0,0,211,58.5,0,1,3,0.8,33.3,1,0,16.7,0,366,3,1,0,,0,0,0,0,,0,,0,108,0,0,2021
Jammie Robinson,98836,S,FLORIDA ST,12,0,0,167,78,0,1,7,1.9,42.9,3,3,7.1,0,423,8,1,0,77.5,0,0,2,1.7,100,2,0,0,173,3,0,2021
Cam Smith,98837,CB,S CAROLINA,11,0,0,289,60,0,0,1,0.5,0,0,4,0,0,218,1,0,0,,0,0,0,0,,0,,0,66,0,0,2021
Johnny Dixon,98839,CB,PENN STATE,9,0,0,266,66.9,0,1,1,2.5,100,1,0,50,0,81,2,1,0,59.4,0,0,0,3.2,,0,,0,31,1,0,2021
Warren Burrell,98842,CB,TENNESSEE,11,0,1,307,57.1,0,0,2,0.5,0,0,2,0,0,420,2,0,0,58.7,0,0,1,0.7,0,0,0,0,140,1,0,2021
Jaylen McCollough,98845,S,TENNESSEE,12,0,0,307,63.6,0,3,20,3.8,5,1,1,12.5,1,524,20,4,0,63.3,0,0,5,2.7,20,1,0,0,183,5,0,2021
Aaron Beasley,98846,LB,TENNESSEE,12,0,0,307,60.8,2,11,72,18.1,8.3,6,0,11.8,2,403,73,15,0,58.6,2,5,37,26,5.4,2,9.5,0,146,38,7,2021
Erick Young,98850,CB,TEXAS A&M,5,0,0,312,63,0,0,1,1,100,1,0,0,0,100,1,0,0,63,0,0,1,2.9,100,1,0,0,34,1,0,2021
Demani Richardson,98852,S,TEXAS A&M,12,1,0,312,65.9,2,3,29,6.6,0,0,2,15.5,2,456,30,7,0,60.4,1,3,17,14.4,0,0,17.6,1,125,18,5,2021
Jordan Battle,98857,S,ALABAMA,12,0,0,103,58.4,0,2,13,2.8,7.7,1,5,7.7,0,471,13,2,0,55.4,0,0,3,2.2,0,0,0,0,135,3,0,2021
Brandon Turnage,98859,CB,TENNESSEE,6,0,0,307,53.5,0,0,5,6.1,0,0,0,0,0,82,5,0,0,57.1,0,0,2,5.7,0,0,0,0,35,2,0,2021
DJ Douglas,98860,S,TULANE,5,0,0,319,56.2,0,1,7,20,0,0,0,7.1,0,35,7,1,0,59.7,0,0,1,10,0,0,0,0,10,1,0,2021
DeMarcco Hellams,98863,S,ALABAMA,11,0,0,103,64.3,1,0,6,2.2,0,0,2,8.3,0,320,7,1,0,62.3,1,0,1,1.1,0,0,50,0,93,1,1,2021
Jalen Catalon,98867,S,ARKANSAS,6,0,0,111,68.7,1,0,2,1,50,1,2,25,0,196,2,1,0,59.6,0,0,1,2.4,0,0,0,0,41,1,0,2021
Greg Brooks Jr.,98869,CB,ARKANSAS,12,1,0,111,64.9,0,2,16,5.5,6.3,1,1,12.5,1,327,18,3,0,52.5,0,1,7,10.9,0,0,7.1,0,64,7,1,2021
Malik Chavis,98870,S,ARKANSAS,5,0,1,111,57.2,0,0,2,2.5,0,0,2,0,0,81,2,0,0,59.3,0,0,1,8.3,0,0,0,0,12,1,0,2021
Zion Puckett,98874,S,AUBURN,10,0,0,115,54.4,0,0,9,2.9,0,0,1,0,0,349,10,0,0,,0,0,0,0,,0,,0,85,0,0,2021
Nehemiah Pritchett,98875,CB,AUBURN,12,0,0,115,51.1,0,1,7,1.9,0,0,2,7.1,0,360,7,1,0,56.2,0,1,2,1.6,0,0,25,0,127,2,1,2021
Jaylin Simpson,98876,CB,AUBURN,10,0,0,115,57.5,0,0,2,0.8,0,0,2,0,0,266,2,0,0,,0,0,0,0,,0,,0,98,0,0,2021
Lewis Cine,98879,S,GEORGIA,12,0,0,173,60.1,0,0,6,1.8,16.7,1,1,0,0,388,7,0,0,53.2,0,0,3,3.2,0,0,0,0,126,4,0,2021
AJ Finley,98887,S,OLE MISS,12,0,0,226,71.9,1,1,3,0.6,0,0,0,33.3,0,493,3,2,0,59.1,0,0,1,1.4,0,0,0,0,71,1,0,2021
Jay Stanley,98889,S,SO MISS,12,0,1,296,71,0,3,8,3.4,12.5,1,1,31.3,1,292,10,4,0,64.7,0,2,5,4.1,20,1,40,1,122,5,3,2021
Chris Shearin,98891,CB,MISSOURI,7,0,0,229,54,2,1,8,8.6,0,0,0,18.8,0,93,8,3,0,57.1,1,0,2,5.4,0,0,25,0,37,2,1,2021
Stacy Brown,98892,S,MISSOURI,8,0,0,229,59.8,0,0,2,9.1,0,0,0,0,0,22,2,0,0,,0,0,0,0,,0,,0,7,0,0,2021
Ish Burdine,98893,CB,MISSOURI,5,0,0,229,59.1,0,0,1,1.7,0,0,0,0,0,58,1,0,0,59.1,0,0,1,5.3,0,0,0,0,19,1,0,2021
Taj Dodson,98898,S,KENTUCKY,2,0,0,202,60,0,1,1,7.7,100,1,0,50,0,13,1,1,0,60,0,1,1,20,100,1,50,0,5,1,1,2021
Jalen Geiger,98901,S,KENTUCKY,12,0,0,202,66,0,1,5,2.5,20,1,0,10,0,203,5,1,0,67.7,0,1,1,1.3,100,1,50,0,75,1,1,2021
Izuchukwu King Ani,98906,ED,MISS STATE,1,0,0,227,58.6,0,0,4,100,0,0,0,0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0,2021
De'Monte Russell,98907,ED,MISS STATE,9,0,0,227,63,2,4,78,95.2,7.7,6,0,3.8,0,84,80,6,0,61.5,1,2,28,96.7,7.1,2,5.4,0,30,29,3,2021
Jack Harris,98908,ED,MISS STATE,5,0,0,227,53.2,0,0,61,96.8,3.3,2,0,0,0,63,61,0,0,52.1,0,0,19,100,0,0,0,0,19,19,0,2021
Zacch Pickens,98911,DI,S CAROLINA,12,1,0,289,69.9,1,7,242,98.8,7.4,18,2,3.3,4,255,252,12,1,66.5,1,6,73,97.5,9.6,7,8.9,3,79,77,10,2021
Joe Anderson,98913,ED,PURDUE,7,0,0,273,61.4,0,2,20,100,5,1,0,10,1,20,20,3,0,61,0,1,9,100,0,0,16.7,1,9,9,2,2021
Devontae Davis,98914,DI,S CAROLINA,6,0,0,289,56.3,0,1,17,95,0,0,0,2.9,0,20,19,1,0,58.9,0,1,2,100,0,0,25,0,2,2,1,2021
Elijah Simmons,98915,DI,TENNESSEE,7,1,0,307,70.6,1,2,86,100,4.7,4,1,1.7,0,90,90,3,1,83.1,1,1,29,100,10.3,3,3.4,0,31,31,2,2021
Darel Middleton,98917,DI,W VIRGINIA,3,0,0,343,60.8,0,0,8,100,12.5,1,0,0,0,8,8,0,0,57.4,0,0,3,100,0,0,0,0,3,3,0,2021
DeMarvin Leal,98919,ED,TEXAS A&M,12,2,0,312,74.9,5,23,394,100,10.4,41,5,5.8,9,412,412,37,0,80.2,3,12,103,100,19.4,20,12.1,5,109,109,20,2021
R.J. Orebo,98920,DI,TEXAS A&M,3,0,0,312,57,0,0,7,100,0,0,0,0,0,7,7,0,0,58.3,0,0,2,100,0,0,0,0,2,2,0,2021
Adarious Jones,98921,DI,TEXAS A&M,11,0,0,312,53.9,0,3,92,100,2.2,2,0,2.7,1,94,94,4,0,56.4,0,3,37,100,5.4,2,6.8,1,37,37,4,2021
Byron Young,98923,DI,ALABAMA,12,0,0,103,68,3,4,145,100,9,13,1,3.8,2,164,164,9,0,66.3,1,2,29,100,17.2,5,5.2,0,29,29,3,2021
Justin Eboigbe,98925,DI,ALABAMA,12,1,0,103,60.2,0,8,164,100,4.3,7,0,3,1,173,173,9,0,56.4,0,4,47,100,6.4,3,4.3,0,48,48,4,2021
DJ Dale,98927,DI,ALABAMA,10,0,0,103,59.8,0,1,147,100,3.4,5,0,1,1,155,155,2,0,58.8,0,1,35,100,5.7,2,1.4,0,35,35,1,2021
Ishmael Sopsher,98928,DI,USC,1,0,0,326,58.8,0,0,4,100,0,0,0,0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0,2021
Eric Gregory,98930,ED,ARKANSAS,12,0,0,111,60.3,1,6,179,100,7.8,14,2,2.5,1,190,190,8,0,65,1,1,29,100,17.2,5,3.4,0,30,30,2,2021
Zach Williams,98931,ED,ARKANSAS,12,0,0,111,62.3,2,3,112,99.2,6.3,7,1,5.8,4,126,125,9,0,62,0,1,27,100,11.1,3,5.6,1,30,30,2,2021
Marcus Miller,98933,DI,ARKANSAS,2,0,1,111,56.3,0,0,12,100,0,0,1,0,0,14,14,0,0,57.2,0,0,4,100,0,0,0,0,5,5,0,2021
Taurean Carter,98934,DI,ARKANSAS,12,1,0,111,71,0,7,104,100,7.7,8,1,4.3,1,114,114,8,1,64.7,0,0,24,100,8.3,2,0,0,25,25,0,2021
Enoch Jackson,98935,DI,N TEXAS,12,0,0,251,60.7,1,5,129,100,5.4,7,0,3.1,1,139,139,7,0,63.9,0,2,30,100,6.7,2,3.3,0,33,33,2,2021
Stone Handy,98938,ED,INDIANA,9,0,1,190,64.3,2,11,100,72.9,13,13,2,6.5,0,144,105,13,0,69.9,0,9,39,70,23.1,9,11.5,0,60,42,9,2021
Travon Walker,98940,ED,GEORGIA,12,1,0,173,65.9,5,12,244,92.1,7,17,1,5.1,4,277,255,21,0,68.2,1,9,87,88.7,10.3,9,10.3,4,106,94,14,2021
