player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,YEAR
Guy Thomas,58021,ED,COLORADO,7,0,0,143,62.8,0,6,86,68.9,8.1,7,1,4.7,1,135,93,7,0,59.3,0,2,25,68.2,4,1,8,1,44,30,3,2021
Avery Roberts,58025,LB,OREGON ST,12,1,0,265,64.7,3,15,90,23.1,7.8,7,0,14.4,4,420,97,22,0,68.5,2,7,47,32.9,8.5,4,18.1,4,152,50,13,2021
Trevor Price,58030,LB,NEVADA,12,1,0,239,62.9,0,2,18,13.6,5.6,1,0,11.1,1,140,19,3,1,70.9,0,2,10,13.3,10,1,20,1,75,10,3,2021
Lamin Touray,58033,LB,NEVADA,11,0,0,239,54.9,0,0,6,5,0,0,1,0,0,120,6,0,0,57.4,0,0,2,4.4,0,0,0,0,45,2,0,2021
Trevor Brohard,58042,LB,NEW MEX ST,9,0,2,242,62.8,2,9,93,36.1,7.5,7,3,8.1,2,263,95,13,0,68.1,1,4,23,33.8,13,3,15.2,1,74,25,6,2021
Jeremiah Gemmel,58043,LB,N CAROLINA,12,1,0,245,65.2,1,9,68,18.1,11.8,8,3,10.3,2,403,73,12,0,63.8,0,2,28,18.3,14.3,4,10.7,2,169,31,4,2021
Malik Robinson,58044,LB,HOUSTON,11,0,1,182,68.1,0,2,5,4,0,0,2,40,1,125,5,3,0,66.1,0,1,1,3.1,0,0,50,0,32,1,1,2021
Isaiah Moore,58049,LB,NC STATE,7,0,0,248,63.3,5,4,52,23.9,1.9,1,1,10.6,1,226,54,10,0,53.3,1,1,16,52.9,0,0,6.3,0,34,18,2,2021
Kody Fulp,58061,LB,LA TECH,4,0,0,208,64.7,1,1,4,11.1,0,0,1,25,0,36,4,2,0,59.6,0,0,1,9.1,0,0,0,0,11,1,0,2021
Michael Kennedy,58072,ED,N ILLINOIS,12,2,0,254,64.5,3,10,213,83.9,8.9,19,1,3.5,1,267,224,14,1,66,0,5,68,96.1,16.2,11,3.7,0,77,74,5,2021
Chris Kolarevic,58077,LB,NEBRASKA,10,0,0,238,59.9,0,0,7,9.3,14.3,1,0,0,0,75,7,0,0,64.6,0,0,3,10.3,33.3,1,0,0,29,3,0,2021
Chris Bergin,58080,LB,NWESTERN,12,0,0,256,59,1,8,40,10.5,7.5,3,1,13.8,1,411,43,10,0,63.1,0,2,15,10.6,20,3,13.3,1,141,15,3,2021
Peter McIntyre,58082,LB,NWESTERN,12,0,0,256,64.7,0,2,27,10.6,11.1,3,1,11.1,2,265,28,4,0,58.4,0,1,9,13.2,11.1,1,5.6,0,68,9,1,2021
Troy Hudetz,58084,LB,NWESTERN,2,0,0,256,56,0,0,3,15.8,0,0,0,0,0,19,3,0,0,56.2,0,0,2,20,0,0,0,0,10,2,0,2021
Drew White,58090,LB,NOTRE DAME,11,0,0,258,66,2,6,37,19.2,8.1,3,0,18.9,3,214,41,11,0,75.3,1,3,13,27.7,23.1,3,30.8,2,47,13,6,2021
Estefano Feliciano Jr.,58104,ED,DOMINION,5,0,0,263,53.3,0,2,38,90.7,0,0,0,2.6,0,43,39,2,0,54.6,0,1,8,90,0,0,6.3,0,10,9,1,2021
Isaac Slade-Matautia,58108,LB,SMU,12,1,1,287,67.7,2,7,32,13.1,9.4,3,1,17.2,1,244,32,10,1,76.7,1,6,18,19.1,16.7,3,25,1,94,18,8,2021
Max Chizmar,58111,LB,PENN STATE,1,0,0,266,59.6,0,0,1,33.3,0,0,0,0,0,3,1,0,0,,0,0,0,0,,0,,0,2,0,0,2021
Ellis Brooks,58112,LB,PENN STATE,12,0,0,266,65,3,8,62,17.5,17.7,11,1,8.9,0,389,68,11,0,67.9,1,4,26,18.1,23.1,6,9.6,0,155,28,5,2021
Cam Bright,58115,LB,PITTSBURGH,12,0,0,268,66.3,5,7,64,21.9,10.9,7,1,18.8,6,306,67,18,0,61.6,1,0,26,30.4,7.7,2,9.6,2,92,28,3,2021
Olakunle Fatukasi,58122,LB,RUTGERS,9,1,0,278,70.1,2,3,45,19.9,2.2,1,0,14.4,4,251,50,9,1,65.7,1,3,22,19.6,4.5,1,18.2,2,112,22,6,2021
CJ Onyechi,58123,ED,RUTGERS,11,0,0,278,59,3,10,142,95,7,10,0,5.3,1,159,151,14,0,54.7,0,6,63,97,7.9,5,4.8,0,67,65,6,2021
Tyshon Fogg,58124,LB,RUTGERS,11,0,1,278,70.3,0,2,15,10.2,13.3,2,1,20,2,157,16,4,0,65.5,0,0,3,8,0,0,33.3,1,50,4,1,2021
Caden McDonald,58128,ED,S DIEGO ST,12,0,0,284,65.9,6,18,290,70.1,11.4,33,2,5.2,3,438,307,27,0,68.8,5,12,130,78.1,15.4,20,8.1,2,178,139,19,2021
Andrew Aleki,58129,LB,S DIEGO ST,11,0,0,284,65.1,5,3,64,26.4,3.1,2,0,7.8,1,254,67,9,0,67.7,3,1,26,29.3,3.8,1,11.5,1,92,27,5,2021
Seyddrick Lakalaka,58130,LB,S DIEGO ST,12,0,0,284,56.2,2,7,82,25,6.1,5,0,6.7,1,340,85,10,0,62.3,2,3,34,25.7,8.8,3,10.3,1,140,36,6,2021
Shaine Hailey,58131,LB,SMU,12,0,0,287,59.7,1,3,18,8.2,5.6,1,1,16.7,1,268,22,5,0,52.4,0,0,7,8.9,0,0,0,0,90,8,0,2021
Damani Staley,58136,LB,S CAROLINA,12,0,0,289,71,2,8,55,17.7,12.7,7,0,10.9,1,316,56,11,0,77.2,1,4,14,16.5,28.6,4,17.9,0,91,15,5,2021
Sherrod Greene,58141,LB,S CAROLINA,3,0,0,289,62,1,1,5,12.8,20,1,0,20,0,47,6,2,0,56.6,0,0,3,23.1,0,0,0,0,13,3,0,2021
Devin Thomas,58156,ED,SO MISS,2,0,0,296,58.2,0,0,2,100,0,0,0,0,0,2,2,0,0,58.2,0,0,2,100,0,0,0,0,2,2,0,2021
Santrell Latham,58158,LB,SO MISS,11,0,0,296,63.4,3,11,55,24.5,12.7,7,0,14.5,1,229,56,15,0,65.2,3,5,31,31.6,12.9,4,16.1,1,98,31,9,2021
Marqez Bimage,58184,ED,CAL,12,2,0,130,69.7,5,21,261,87.5,10.3,27,1,5.7,2,319,279,28,2,78,3,17,123,89.5,17.1,21,9.8,2,143,128,22,2021
London Harris,58192,LB,TEXAS ST,10,0,0,314,60.2,3,5,104,55.5,2.9,3,0,5.8,2,200,111,10,0,62.2,1,2,25,82.4,8,2,10,1,34,28,4,2021
Riko Jeffers,58197,LB,TEXAS TECH,12,0,0,315,60.2,5,9,95,28,6.3,6,2,8.4,1,375,105,15,0,60.5,1,5,40,45.5,7.5,3,10,1,99,45,7,2021
Carlton Martial,58199,LB,TROY,12,0,1,318,64.7,3,13,52,16.5,5.8,3,1,19.2,2,346,57,18,0,60.5,1,6,17,17.6,5.9,1,26.5,1,108,19,8,2021
Justin Whisenhunt,58200,LB,CHARLOTTE,12,0,0,136,52.6,0,3,25,16.9,4,1,2,10,1,166,28,4,0,58.5,0,1,10,29.7,0,0,15,1,37,11,2,2021
Monty Montgomery,58203,LB,LOUISVILLE,3,0,0,210,55.7,0,5,13,16.1,0,0,2,19.2,0,87,14,5,0,52.1,0,1,3,50,0,0,16.7,0,8,4,1,2021
Marvin Moody,58204,LB,TULANE,12,0,1,319,68,4,5,43,21.3,14,6,2,19.8,4,216,46,13,0,70.7,2,4,19,29.2,21.1,4,26.3,2,72,21,8,2021
Kristopher Moll,58205,S,UAB,4,1,0,321,68,1,0,2,3,0,0,1,25,0,66,2,1,0,58.8,0,0,1,5,0,0,0,0,20,1,0,2021
Rahyme Johnson,58225,LB,S JOSE ST,9,0,0,285,52.2,1,0,6,12.5,0,0,0,8.3,0,64,8,1,0,54.2,0,0,3,13.3,0,0,0,0,30,4,0,2021
Vi Jones,58233,LB,NC STATE,12,0,0,248,65,6,20,141,46.4,9.9,14,2,13.5,6,330,153,32,0,59.6,2,7,66,83.3,10.6,7,12.9,4,84,70,13,2021
Juliano Falaniko,58234,ED,USC,6,0,0,326,60.3,0,1,19,75,5.3,1,0,7.9,1,28,21,2,0,55.5,0,0,9,90,0,0,11.1,1,10,9,1,2021
Hunter Echols,58237,ED,USC,11,0,0,326,55.6,1,8,135,81.6,5.2,7,0,3.3,0,174,142,9,0,54,0,2,52,93.1,3.8,2,1.9,0,58,54,2,2021
Devin Lloyd,58238,LB,UTAH,12,2,1,328,89.9,6,13,135,34.1,16.3,22,2,13,8,425,145,27,0,89.7,5,10,76,37.6,23.7,18,17.8,6,210,79,21,2021
Brayden DeVault-Smith,58259,LB,VANDERBILT,9,0,0,333,80.7,1,1,8,18.8,12.5,1,1,37.5,2,48,9,4,0,72.1,0,1,4,31.3,25,1,37.5,1,16,5,2,2021
Michael Owusu,58262,LB,VANDERBILT,12,0,1,333,60.6,5,5,97,41.2,5.2,5,1,6.2,1,250,103,11,0,53.2,0,0,30,58.6,6.7,2,0,0,58,34,0,2021
Jaylen Griffin,58270,ED,VA TECH,12,0,0,337,64.9,7,12,150,100,10,15,1,7.7,2,156,156,21,0,64,1,8,56,100,16.1,9,9.8,1,58,58,10,2021
Willie Taylor III,58278,ED,WASH STATE,12,0,0,341,69.3,3,21,209,89.3,12.9,27,0,7.2,3,242,216,27,0,66.8,3,18,101,88.2,19.8,20,12.4,2,119,105,23,2021
Juwuan Jones,58290,ED,W KENTUCKY,12,0,0,346,66.1,2,6,245,96.3,5.3,13,1,3.3,4,269,259,12,0,61.4,1,2,68,96.1,7.4,5,3.7,1,77,74,4,2021
Treshaun Hayward,58293,LB,ARIZONA,5,0,0,109,60,1,3,22,21.5,13.6,3,0,9.1,0,107,23,4,0,57.7,0,2,9,28.1,11.1,1,11.1,0,32,9,2,2021
Corvin Moment,58294,LB,W MICHIGAN,12,3,0,347,66,0,14,125,35.3,13.6,17,0,7.2,2,377,133,16,0,63.9,0,10,63,41.5,15.9,10,11.1,2,164,68,12,2021
Izayah Green-May,58302,ED,WISCONSIN,8,0,0,349,68.8,1,2,18,52.9,22.2,4,1,8.3,0,34,18,3,0,83.9,1,1,7,50,42.9,3,14.3,0,14,7,2,2021
Gjemar Daniels,58442,DI,TEXAS ST,8,0,0,314,53.4,0,1,77,100,0,0,0,0.6,0,78,78,1,0,54.7,0,1,13,100,0,0,3.8,0,13,13,1,2021
Corey Stephens,58488,DI,ARIZONA ST,4,0,0,110,60.9,0,1,11,100,9.1,1,0,4.5,0,11,11,1,0,64.3,0,1,5,100,20,1,10,0,5,5,1,2021
Jess Speight,59853,DI,MICHIGAN,9,0,0,222,59.4,0,0,27,100,3.7,1,0,0,0,29,29,0,0,55.8,0,0,9,100,0,0,0,0,10,10,0,2021
Chris Walker,59907,DI,NEBRASKA,1,0,0,238,59.9,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2021
Amir Johnson,59912,DI,NEVADA,12,0,0,239,66.1,0,7,104,100,7.7,8,1,5.3,2,107,107,9,0,69.4,0,5,37,100,13.5,5,12.2,2,38,38,7,2021
DJ Washington,60029,DI,PURDUE,3,0,0,273,62.3,1,0,20,100,10,2,0,2.5,0,20,20,1,0,62.7,0,0,7,100,14.3,1,0,0,7,7,0,2021
Steven Williams,60511,LB,DOMINION,11,1,0,263,72,1,4,26,26.2,7.7,2,1,17.3,2,107,28,7,0,70.4,0,2,6,21.2,16.7,1,33.3,1,33,7,3,2021
Shawn Robinson,60551,S,MISSOURI,7,0,0,229,68.8,0,3,15,16.3,20,3,1,16.7,1,92,15,4,0,63.8,0,2,4,10.8,50,2,25,0,37,4,2,2021
Scottie Young,60624,S,W VIRGINIA,10,0,0,343,59.2,1,0,13,5,7.7,1,1,3.8,0,300,15,1,0,64.1,0,0,3,5.3,33.3,1,0,0,76,4,0,2021
Troy Young,60625,S,UAB,8,0,0,321,64.7,1,1,12,13.2,8.3,1,1,8.3,0,106,14,2,0,66.7,0,1,2,12,50,1,25,0,25,3,1,2021
Bryce Cosby,60628,S,BALL ST,12,0,0,117,75.2,1,3,32,7.7,12.5,4,1,18.8,4,444,34,8,0,75.2,1,2,13,10.9,23.1,3,26.9,2,128,14,5,2021
Brett Anderson II,60629,S,BALL ST,12,0,0,117,55.3,0,1,2,0.7,0,0,2,25,0,434,3,1,0,60,0,1,1,0.8,0,0,50,0,123,1,1,2021
Kekaula Kaniho,60637,S,BOISE ST,12,0,0,120,57.4,1,3,29,8.1,3.4,1,3,6.9,0,358,29,4,0,61.3,0,2,12,10.5,8.3,1,8.3,0,114,12,2,2021
Daniel Scott,60640,S,CAL,12,0,0,130,86.9,0,2,12,3,25,3,0,25,2,464,14,4,0,70.3,0,1,5,2.6,40,2,10,0,194,5,1,2021
Lummie Young IV,60642,S,DUKE,10,0,0,154,89.5,0,2,16,5.4,12.5,2,0,12.5,1,315,17,3,0,91.4,0,1,7,5,14.3,1,21.4,1,139,7,2,2021
Marquis Waters,60646,S,TEXAS TECH,4,0,0,315,60.8,1,0,1,0.8,0,0,0,50,0,126,1,1,0,,0,0,0,0,,0,,0,32,0,0,2021
Ahman Ross,60654,CB,FAU,12,0,0,165,54.2,0,1,14,12.1,0,0,0,3.6,0,116,14,1,0,56.7,0,0,2,5.6,0,0,0,0,36,2,0,2021
Kenderick Duncan,60658,S,LOUISVILLE,12,0,0,210,67.5,0,3,33,7.5,9.1,3,1,10.6,2,482,36,5,0,69,0,3,16,12.6,12.5,2,21.9,2,135,17,5,2021
A.J. Musolino,60667,LB,KENT STATE,12,0,0,201,57.2,1,1,97,26.2,3.1,3,0,4.1,3,393,103,5,0,58.5,1,1,35,31.6,2.9,1,8.6,2,117,37,4,2021
Aaron Pierre,60670,LB,LIBERTY,7,0,0,206,62.7,1,0,5,14.3,0,0,0,10,0,35,5,1,0,66.2,1,0,3,30,0,0,16.7,0,10,3,1,2021
Jaiden Cole,60673,S,LA TECH,11,0,0,208,61.8,0,0,10,3.6,0,0,0,10,1,308,11,1,0,54.5,0,0,6,6,0,0,0,0,100,6,0,2021
Traveion Webster,60676,LB,LA MONROE,12,0,0,209,66.8,2,11,82,24.4,11,9,2,10.4,2,349,85,15,0,69.4,2,8,33,34.3,18.2,6,18.2,1,99,34,11,2021
Austin Hawley,60677,S,LA MONROE,12,0,0,209,60,0,0,1,0.4,0,0,0,0,0,247,1,0,0,,0,0,0,0,,0,,0,72,0,0,2021
Jack Fagot,60678,LB,LOUISVILLE,12,0,0,210,69.9,2,4,52,16.8,9.6,5,1,9.6,2,328,55,8,0,73.1,1,3,14,21.1,21.4,3,21.4,1,76,16,5,2021
Rodney Owens,60682,S,MEMPHIS,12,0,0,218,63.8,1,3,66,13.8,4.5,3,0,7.6,3,500,69,7,0,60,0,0,10,8,10,1,0,0,138,11,0,2021
C.J. Avery,60683,LB,LOUISVILLE,12,0,0,210,63,1,12,101,22.2,10.9,11,2,10.4,4,491,109,17,0,63.7,0,6,55,44,16.4,9,9.1,2,134,59,8,2021
Jake Springer,60700,S,OLE MISS,8,0,0,226,69.3,1,2,33,12.4,18.2,6,5,7.6,1,291,36,4,0,68,0,1,6,16.3,33.3,2,8.3,0,43,7,1,2021
Nico Bolden,60704,S,KENT STATE,10,0,0,201,70.6,1,0,7,2.8,0,0,3,21.4,1,319,9,2,0,72.9,0,0,2,3.7,0,0,0,0,108,4,0,2021
Tyreke Davis,60707,LB,N TEXAS,12,0,2,251,67.6,3,9,50,13.4,10,5,3,14,1,396,53,13,0,65.3,1,2,10,12.2,10,1,15,0,90,11,3,2021
Makyle Sanders,60708,S,N TEXAS,12,0,1,251,58.9,0,0,0,0.2,,0,4,,0,403,1,0,0,58.9,0,0,0,1,,0,,0,103,1,0,2021
Jordan Genmark Heath,60719,LB,UCLA,12,2,1,324,60.5,1,7,83,25.5,4.8,4,3,9.6,4,353,90,12,0,59.6,0,4,25,29.3,16,4,12,1,99,29,5,2021
Alvin Floyd,60721,S,OHIO,12,1,0,259,77.1,0,2,6,2,16.7,1,0,16.7,0,300,6,2,0,70.2,0,1,2,2.1,50,1,25,0,96,2,1,2021
Isaiah Pryor,60724,S,NOTRE DAME,12,0,0,258,64.2,2,6,28,21,10.7,3,0,17.9,1,143,30,9,0,64.8,0,1,8,15.4,25,2,18.8,1,52,8,2,2021
Robert Barnes,60726,LB,COLORADO,11,1,0,143,59.6,1,2,27,10.5,7.4,2,1,5.6,0,256,27,3,1,60,0,2,15,11.4,13.3,2,6.7,0,132,15,2,2021
Ryan Jones,60728,TE,E CAROLINA,1,0,0,156,60,0,0,1,100,0,0,1,0,0,1,1,0,0,60,0,0,1,100,0,0,0,0,1,1,0,2021
Thabo Mwaniki,60729,S,HOUSTON,11,0,0,182,59.5,0,0,1,1.1,0,0,1,0,0,87,1,0,0,59.5,0,0,1,2.4,0,0,0,0,41,1,0,2021
Malcolm Rodriguez,60731,LB,OKLA STATE,12,0,0,262,77.4,6,13,74,17.4,10.8,8,0,16.9,3,447,78,22,0,66.2,2,5,31,22.8,12.9,4,14.5,1,145,33,8,2021
Jonathan Sutherland,60739,S,PENN STATE,9,0,0,266,52,0,0,19,15.7,5.3,1,2,0,0,134,21,0,0,56.1,0,0,10,23.4,10,1,0,0,47,11,0,2021
Delano Robinson,60745,LB,SMU,12,1,0,287,71.9,1,0,14,7.5,14.3,2,0,10.7,1,240,18,2,1,78.3,0,0,7,10.5,28.6,2,14.3,1,76,8,1,2021
A.J. DeShazor Jr.,60748,LB,S ALABAMA,12,0,0,288,58.1,2,6,66,28.9,6.1,4,2,10.6,3,246,71,11,0,58.9,2,2,24,36.5,8.3,2,12.5,1,74,27,5,2021
La'Kendrick Van Zandt,60760,S,TCU,12,1,0,305,64.3,1,7,34,12.9,5.9,2,1,14.7,1,294,38,9,0,57.9,0,3,7,9.9,0,0,21.4,0,91,9,3,2021
Tyler Murray,60765,LB,CHARLOTTE,12,0,0,136,62.1,0,10,62,17.8,8.1,5,1,11.3,2,365,65,12,0,62.6,0,0,21,21.2,4.8,1,9.5,2,104,22,2,2021
Will Boler,60771,S,UAB,12,0,0,321,62.3,0,1,4,1.2,0,0,1,12.5,0,418,5,1,0,59.4,0,0,1,0.7,0,0,0,0,148,1,0,2021
Bubba Bolden,60779,S,MIAMI FL,7,0,0,220,56.4,1,1,16,7.7,6.3,1,2,12.5,1,209,16,3,0,63.1,0,0,5,7.7,0,0,20,1,65,5,1,2021
Isaiah Pola-Mao,60781,S,USC,11,0,1,326,67.9,1,3,14,5.3,28.6,4,2,14.3,0,282,15,4,0,66,0,1,5,5.1,40,2,10,0,99,5,1,2021
Derrek Pitts,60785,CB,NC STATE,12,0,1,248,62.3,1,2,6,1.7,33.3,2,7,25,0,404,7,3,0,53.5,0,1,3,3.7,33.3,1,16.7,0,82,3,1,2021
Exree Loe,60790,LB,W VIRGINIA,10,0,0,343,60.6,0,2,8,4,0,0,0,25,1,200,8,3,0,56.8,0,0,2,4.1,0,0,0,0,49,2,0,2021
Scott Nelson,60791,S,WISCONSIN,12,1,0,349,74.2,2,1,16,5.3,18.8,3,0,9.4,0,319,17,3,0,70.7,1,0,7,7,28.6,2,7.1,0,115,8,1,2021
Esaias Gandy,60793,S,WYOMING,10,0,0,351,51.1,0,0,11,6.3,0,0,1,0,0,224,14,0,0,53.4,0,0,3,7.4,0,0,0,0,68,5,0,2021
Rob Saulin,60857,DI,BAYLOR,3,0,0,118,57.7,0,0,8,100,0,0,0,0,0,8,8,0,0,58.8,0,0,2,100,0,0,0,0,2,2,0,2021
Chase Lasater,60894,ED,FAU,11,0,0,165,66.5,3,4,136,90.9,13.2,18,2,3.3,1,165,150,8,0,71,1,2,58,96.9,22.4,13,4.3,1,65,63,4,2021
Jack Camper,60962,ED,MICH STATE,3,0,0,223,72,0,2,17,100,23.5,4,1,5.9,0,17,17,2,0,75.7,0,2,11,100,36.4,4,9.1,0,11,11,2,2021
Keion White,60998,ED,GA TECH,4,0,0,176,65.3,0,2,33,100,12.1,4,1,3,0,36,36,2,0,65.1,0,2,14,100,21.4,3,7.1,0,15,15,2,2021
Ryan Henington,61353,LB,KANSAS ST,8,0,0,199,49.7,2,4,29,26.4,3.4,1,0,10.3,0,110,29,6,0,54.3,0,0,5,55.6,0,0,0,0,9,5,0,2021
Dominique Robinson,61436,ED,MIAMI OH,12,0,1,221,67.3,6,14,213,96.6,10.8,23,2,6.6,4,238,230,24,0,69.2,4,11,103,96.6,17.5,18,10.2,3,118,114,18,2021
Tyson Williams,61499,S,NEVADA,8,0,0,239,75.3,0,2,7,3.2,0,0,0,28.6,1,221,7,3,0,57.2,0,0,2,2,0,0,0,0,98,2,0,2021
Daiyan Henley,61500,LB,NEVADA,12,0,0,239,70.8,2,8,57,16.7,14,8,1,8.8,0,354,59,10,0,69.9,0,3,14,9.8,28.6,4,10.7,0,153,15,3,2021
Davyn Flenord,61638,CB,S ALABAMA,11,0,0,288,65.6,2,0,3,1.6,0,0,3,33.3,0,249,4,2,0,53.8,0,0,1,2.8,0,0,0,0,72,2,0,2021
Dadrian Taylor,61789,CB,UTSA,12,0,1,331,62.9,1,2,37,17,10.8,4,1,12.2,3,223,38,6,0,66.8,0,1,9,11.4,22.2,2,27.8,2,79,9,3,2021
Tariq Woolen,61790,CB,UTSA,8,0,0,331,49.5,1,0,7,3.1,0,0,3,7.1,0,229,7,1,0,59.3,0,0,1,1.3,0,0,0,0,77,1,0,2021
Tyler Mahnke,61791,LB,UTSA,7,0,0,331,54.8,0,2,6,14.6,16.7,1,0,16.7,0,41,6,2,0,,0,0,0,0,,0,,0,11,0,0,2021
Alex Cook,61805,S,WASHINGTON,11,0,0,340,54.6,0,2,8,2.9,0,0,0,12.5,0,273,8,2,0,59.1,0,0,1,1.2,0,0,0,0,81,1,0,2021
Harrison Taylor,61830,LB,W MICHIGAN,3,0,0,347,57.2,0,0,2,3.6,0,0,0,0,0,56,2,0,0,57.2,0,0,2,5.6,0,0,0,0,36,2,0,2021
Lonnie Phelps,62497,ED,MIAMI OH,12,0,0,221,91.2,12,17,182,95.6,27.5,50,5,12.9,9,204,195,38,0,91.1,7,13,91,96.2,34.1,31,18.7,7,104,100,27,2021
Collin Hartmann,62538,ED,KENTUCKY,1,0,0,202,60,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2021
Arak McDuffie,62668,ED,MARSHALL,2,0,0,214,58.5,0,0,13,92.9,7.7,1,1,0,0,14,13,0,0,60.8,0,0,6,85.7,16.7,1,0,0,7,6,0,2021
Diego Neri,62732,LB,BOWL GREEN,9,0,0,122,75.7,1,2,8,11.3,0,0,1,18.8,0,80,9,3,0,68.6,1,1,5,16.1,0,0,20,0,31,5,2,2021
Joey Blount,62771,S,VIRGINIA,11,0,0,335,67.4,1,3,12,3.4,0,0,0,25,1,355,12,5,0,69.3,1,3,9,8.1,0,0,33.3,1,111,9,5,2021
Elliott Brown,62777,ED,VIRGINIA,12,2,1,335,66.2,4,17,142,53.2,9.9,14,1,9.5,3,280,149,24,0,69.7,2,12,61,65.3,19.7,12,14.8,2,98,64,16,2021
Mandy Alonso,62784,ED,VIRGINIA,12,0,0,335,62,4,12,301,98.7,6.3,19,2,4,4,318,314,20,0,64.4,3,5,91,96.9,5.5,5,7.7,3,96,93,11,2021
Kaleb Oliver,62915,S,W KENTUCKY,12,0,0,346,60,0,1,1,0.6,0,0,0,50,0,154,1,1,0,,0,0,0,0,,0,,0,57,0,0,2021
Theo Jackson,62919,CB,TENNESSEE,11,0,0,307,65.4,3,4,28,6.9,7.1,2,0,19.6,2,408,28,9,0,63.3,1,3,11,8.3,18.2,2,27.3,1,132,11,5,2021
Tre Swilling,62922,CB,GA TECH,12,0,1,176,59.7,1,0,15,4.3,0,0,3,10,1,346,15,2,0,50.6,0,0,5,6,0,0,0,0,83,5,0,2021
Deandre Johnson,62927,ED,MIAMI FL,12,0,4,220,64.1,2,18,252,95.6,9.9,25,7,6,5,275,263,25,0,67,2,11,80,96.6,17.5,14,11.9,3,88,85,16,2021
Ryan Thaxton,62929,ED,USF,10,2,0,327,60.6,2,3,87,95.9,4.6,4,0,2.9,0,98,94,5,0,60.6,1,0,13,94.1,7.7,1,3.8,0,17,16,1,2021
Maurese Smith,62930,DI,TENNESSEE,2,0,0,307,56.5,0,0,7,100,0,0,0,0,0,7,7,0,0,57.1,0,0,4,100,0,0,0,0,4,4,0,2021
Matthew Butler,62931,DI,TENNESSEE,12,1,0,307,70.9,3,18,378,99.7,8.7,33,1,4.1,5,391,390,26,0,64.4,0,12,130,99.3,11.5,15,6.9,3,136,135,15,2021
Kivon Bennett,62934,ED,ARK STATE,12,3,0,113,86.8,11,29,372,99.5,15.3,57,6,7.5,8,397,395,48,0,82.7,2,16,109,100,26.6,29,13.8,6,119,119,24,2021
Djimon Brooks,62936,DI,GA TECH,12,0,0,176,66.5,4,8,194,100,6.7,13,1,3.6,1,204,204,13,0,67,1,4,39,100,15.4,6,6.4,0,39,39,5,2021
Will Ignont,62951,LB,W KENTUCKY,11,3,0,346,64.6,3,5,69,21.7,7.2,5,3,11.6,4,341,74,12,1,68.3,1,4,28,27,14.3,4,23.2,4,111,30,9,2021
Solon Page III,62952,LB,TENNESSEE,12,1,0,307,60.9,1,1,33,18.9,6.1,2,0,6.1,1,180,34,3,0,56.2,0,0,12,21.4,8.3,1,0,0,56,12,0,2021
Nick Humphrey,62953,LB,TENNESSEE,3,0,0,307,65.1,0,1,3,14.3,33.3,1,0,16.7,0,21,3,1,0,63.3,0,1,1,12.5,100,1,50,0,8,1,1,2021
T.D. Roof,62956,LB,APP STATE,11,1,0,108,76.4,2,6,55,26.7,10.9,6,1,10.9,2,221,59,10,0,73.9,0,2,12,29.4,16.7,2,16.7,1,51,15,3,2021
Tobias Oliver,62976,CB,GA TECH,10,0,0,176,51.5,0,0,3,2.1,0,0,1,0,0,145,3,0,0,55.4,0,0,1,3.3,0,0,0,0,30,1,0,2021
LaTrell Bumphus,62977,DI,TENNESSEE,4,0,0,307,60.5,1,4,80,100,2.5,2,0,3.1,0,81,81,5,0,62.5,0,2,28,100,3.6,1,3.6,0,28,28,2,2021
Tariq Carpenter,62987,S,GA TECH,12,0,1,176,56.4,0,1,21,9.5,4.8,1,3,2.4,0,232,22,1,0,53,0,0,5,10.3,0,0,0,0,58,6,0,2021
Shawn Steele II,63055,S,S ALABAMA,9,0,0,288,56.8,0,2,8,8.3,0,0,0,25,1,96,8,3,0,59.6,0,1,1,3.3,0,0,50,0,30,1,1,2021
Chu Ogbonna,63065,CB,AKRON,5,0,0,102,55.1,0,0,2,4.7,0,0,0,0,0,43,2,0,0,58.3,0,0,1,10,0,0,0,0,10,1,0,2021
Qwynnterrio Cole,63097,S,LOUISVILLE,12,1,0,210,68.6,2,0,7,1.4,0,0,2,14.3,0,509,7,2,0,55.7,0,0,2,1.4,0,0,0,0,141,2,0,2021
Shane Hogarth,63180,DI,TEMPLE,3,0,0,306,59.6,0,0,15,100,0,0,0,6.7,1,16,16,1,0,56.8,0,0,3,100,0,0,0,0,3,3,0,2021
Zack Woodard,63327,LB,LA MONROE,12,4,0,209,79.4,3,11,68,17.1,13.2,9,2,16.2,4,409,70,18,1,75.4,1,3,26,24.3,19.2,5,15.4,2,115,28,6,2021
