player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,YEAR
Jerry Howard Jr.,62941,HB,GA TECH,1,0,0,176,60,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2020
Bruce Jordan-Swilling,62954,HB,GA TECH,1,0,0,176,60,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2020
T.D. Roof,62956,LB,APP STATE,3,0,0,108,62.9,0,0,4,19,25,1,0,0,0,21,4,0,0,64.4,0,0,3,60,33.3,1,0,0,5,3,0,2020
Tobias Oliver,62976,CB,GA TECH,10,0,0,176,55,0,0,3,3.7,0,0,0,0,0,81,3,0,0,,0,0,0,0,,0,,0,27,0,0,2020
LaTrell Bumphus,62977,ED,TENNESSEE,5,0,0,307,56.8,0,1,77,100,3.9,3,0,1.9,1,81,81,2,0,60,0,0,29,100,6.9,2,3.4,1,29,29,1,2020
Tariq Carpenter,62987,S,GA TECH,10,0,1,176,55,0,1,7,2.7,14.3,1,2,7.1,0,295,8,1,0,57.2,0,1,4,4.6,25,1,12.5,0,108,5,1,2020
Chu Ogbonna,63065,CB,AKRON,4,0,0,102,64.7,0,1,4,4.1,25,1,2,12.5,0,98,4,1,0,,0,0,0,0,,0,,0,38,0,0,2020
Grid Isidore Jr.,63111,S,TEXAS ST,7,0,0,314,59.9,0,0,1,1.7,0,0,0,0,0,59,1,0,0,59.9,0,0,1,8.3,0,0,0,0,12,1,0,2020
Deylon Williams,63365,ED,UTEP,7,0,0,330,54.4,0,1,47,98,4.3,2,0,1.1,0,50,49,1,0,54.3,0,0,7,90,0,0,0,0,10,9,0,2020
Noah Wilder,63376,LB,UAB,8,0,0,321,68.2,1,0,21,10.6,4.8,1,1,11.9,2,235,25,3,0,77,1,0,10,15.7,10,1,25,2,70,11,3,2020
Kam Butler,63872,ED,MIAMI OH,3,1,0,221,76.8,4,6,70,98.7,12.9,9,0,11.4,3,77,76,13,0,75.1,0,5,29,96.9,17.2,5,15.5,2,32,31,7,2020
Tre Caine,64162,S,UNLV,6,0,0,325,58.9,0,0,1,0.6,0,0,1,0,0,163,1,0,0,,0,0,0,0,,0,,0,54,0,0,2020
Reynard Ellis,64363,LB,GA SOUTHRN,9,0,0,174,68.2,4,6,53,27.4,15.1,8,0,15.1,3,201,55,13,0,66.4,2,2,25,35.6,20,5,12,1,73,26,5,2020
Robi Stuart,65032,DI,C MICHIGAN,6,0,0,134,70,2,12,173,100,10.4,18,0,4,0,185,185,14,0,72.5,1,7,61,100,18,11,6.6,0,67,67,8,2020
Troy Hairston,65088,ED,C MICHIGAN,6,0,0,134,79.3,10,7,191,98.1,14.7,28,1,8.1,7,207,203,24,0,78.1,4,4,71,96.3,23.9,17,11.3,4,80,77,12,2020
Dimitry Prophete,65384,LB,FIU,1,0,0,166,58.8,0,0,2,6.7,0,0,0,0,0,30,2,0,0,59.5,0,0,1,5.9,0,0,0,0,17,1,0,2020
Samuel Womack III,65771,CB,TOLEDO,6,0,0,316,64.3,0,1,5,2.3,0,0,2,30,1,215,5,2,0,65.9,0,1,4,5.6,0,0,37.5,1,71,4,2,2020
Devan Rogers,66122,DI,TOLEDO,6,0,0,316,62.3,0,4,92,100,5.4,5,0,3.3,1,99,99,5,0,69.8,0,2,26,100,15.4,4,7.7,1,27,27,3,2020
Xavier Henderson,66267,S,MICH STATE,7,0,0,223,53.6,0,3,9,3.6,0,0,0,16.7,0,275,10,3,0,53.5,0,2,4,4.3,0,0,25,0,115,5,2,2020
Jeremiah Wood,66274,LB,OHIO,2,0,0,259,63.6,0,1,4,11.8,0,0,0,12.5,0,34,4,1,0,56.5,0,0,3,25,0,0,0,0,12,3,0,2020
Ty Hamilton,66298,DI,OHIO STATE,3,0,0,260,59,0,1,20,100,5,1,0,2.5,0,21,21,1,0,55.5,0,0,10,100,0,0,0,0,10,10,0,2020
Drake Jackson,70839,ED,USC,5,0,0,326,68.2,3,11,130,84.1,9.2,12,0,6.9,2,164,138,16,0,65.4,2,7,66,87.5,12.1,8,6.8,0,80,70,9,2020
Tuasivi Nomura,70879,LB,USC,2,0,0,326,56.9,0,0,2,37.5,0,0,0,0,0,8,3,0,0,59.1,0,0,0,50,,0,,0,2,1,0,2020
Keyon Ware-Hudson,71322,DI,OREGON,5,0,0,264,55,0,0,16,100,0,0,0,0,0,17,17,0,0,56.7,0,0,4,100,0,0,0,0,4,4,0,2020
Evan Bennett,71327,DI,OREGON ST,6,1,0,265,62.6,0,0,29,100,3.4,1,0,0,0,32,32,0,0,56.9,0,0,6,100,0,0,0,0,6,6,0,2020
Jeremiah Criddell,71369,CB,OKLAHOMA,6,0,0,261,65.4,0,1,3,2.8,33.3,1,0,16.7,0,106,3,1,0,59.7,0,0,1,3.6,0,0,0,0,28,1,0,2020
William Nimmo Jr.,71391,CB,UCLA,5,0,0,324,65.1,1,0,9,20.9,0,0,0,5.6,0,43,9,1,0,,0,0,0,0,,0,,0,15,0,0,2020
Akili Arnold,71406,S,OREGON ST,7,1,0,265,54.9,1,1,9,4.6,0,0,0,11.1,0,216,10,2,0,46,0,1,2,2.6,0,0,25,0,77,2,1,2020
Jaxen Turner,71728,CB,ARIZONA,5,0,0,109,58.6,0,0,1,0.9,0,0,3,0,0,113,1,0,0,,0,0,0,0,,0,,0,22,0,0,2020
Na'im Rodman,72145,ED,COLORADO,5,0,0,143,52.1,0,2,23,100,0,0,1,4.3,0,28,28,2,0,52.8,0,2,13,100,0,0,7.7,0,16,16,2,2020
Spencer Lytle,72168,ED,WISCONSIN,3,0,0,349,58.6,0,0,3,60,0,0,0,0,0,5,3,0,0,,0,0,0,0,,0,,0,1,0,0,2020
Ralen Goforth,72169,LB,USC,4,0,0,326,48.6,0,2,36,28.6,2.8,1,1,2.8,0,147,42,2,0,51,0,2,23,35.8,4.3,1,4.3,0,67,24,2,2020
Chris Steele,72190,CB,USC,5,0,1,326,56.8,2,1,9,4.6,11.1,1,6,16.7,0,195,9,3,0,50,1,1,6,6.5,16.7,1,16.7,0,93,6,2,2020
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,0,340,58.1,0,0,3,18.8,0,0,0,0,0,16,3,0,0,58.3,0,0,2,33.3,0,0,0,0,6,2,0,2020
Zahran Manley,72425,CB,STANFORD,4,0,0,300,59.7,0,0,1,2.2,0,0,0,0,0,46,1,0,0,,0,0,0,0,,0,,0,14,0,0,2020
Ian Shewell,72474,ED,NEW MEXICO,3,0,0,241,55.4,0,0,27,100,0,0,0,0,0,28,28,0,0,54.6,0,0,9,100,0,0,0,0,9,9,0,2020
Max Williams,73985,CB,USC,5,0,0,326,71.9,0,4,21,16.5,19,4,0,14.3,1,139,23,5,0,68.2,0,2,10,14.5,30,3,20,1,69,10,3,2020
Justin Houston,74101,CB,FRESNO ST,6,0,0,169,75.5,1,0,8,5.8,12.5,1,0,18.8,1,137,8,2,0,65.2,0,0,3,4.8,33.3,1,0,0,62,3,0,2020
Hunter Escorcia,74263,S,WASH STATE,1,0,0,341,59.7,0,0,1,2.1,0,0,0,0,0,47,1,0,0,,0,0,0,0,,0,,0,26,0,0,2020
Joshua Pakola,74463,DI,STANFORD,3,0,0,300,55.7,0,0,9,100,0,0,0,0,0,9,9,0,0,59.8,0,0,1,100,0,0,0,0,1,1,0,2020
Jowon Briggs,74867,DI,VIRGINIA,7,0,0,335,76.7,2,9,152,100,13.8,21,0,5.6,3,159,159,14,0,73.7,1,4,41,100,19.5,8,11,2,43,43,7,2020
Juan Jarrett,75381,ED,AKRON,2,0,0,102,63.7,0,1,8,80,25,2,0,6.3,0,10,8,1,0,64.6,0,1,7,77.8,28.6,2,7.1,0,9,7,1,2020
Donte Lindsey,75689,S,UMASS,2,0,0,216,61,0,0,5,25.9,0,0,0,0,0,27,7,0,0,65.4,0,0,1,27.3,0,0,0,0,11,3,0,2020
Rashad Ajayi,75699,CB,COLO STATE,4,0,0,144,60,0,1,1,0.7,0,0,1,50,0,136,1,1,0,,0,1,0,0,,0,,0,45,0,1,2020
Andrew Bird,75707,CB,RICE,3,0,0,275,58.1,0,1,1,1.2,0,0,1,50,0,83,1,1,0,58.1,0,1,1,3.7,0,0,50,0,27,1,1,2020
Khoury Bethley,75719,S,HAWAII,8,1,0,180,58.5,4,4,47,17.6,2.1,1,3,10.6,1,267,47,9,0,60,2,2,20,28.2,5,1,15,1,71,20,5,2020
Prudy Calderon,75733,S,RICE,5,0,0,275,56.7,0,0,3,2.8,0,0,0,0,0,107,3,0,0,59.5,0,0,1,3.7,0,0,0,0,27,1,0,2020
Cameron Valentine,75744,DI,RICE,4,0,0,275,59.1,1,0,20,100,5,1,0,2.5,0,21,21,1,0,55.3,0,0,8,100,0,0,0,0,8,8,0,2020
Miles Adams,75745,ED,RICE,1,0,1,275,56.4,0,0,3,100,0,0,1,0,0,3,3,0,0,57.2,0,0,2,100,0,0,0,0,2,2,0,2020
Uchenna Ezewike,75750,ED,UMASS,4,0,0,216,57.4,0,2,59,100,3.4,2,0,3.4,1,61,61,3,0,51.4,0,1,14,100,7.1,1,3.6,0,15,15,1,2020
Almosse Titi,75752,DI,MARYLAND,5,1,0,215,59.4,0,1,21,100,0,0,0,2.4,0,22,22,1,1,62.1,0,0,9,100,0,0,0,0,10,10,0,2020
Derek Thomas,75760,ED,HAWAII,2,0,0,180,47,0,5,12,92.3,0,0,0,20.8,0,13,12,5,0,54.8,0,4,8,100,0,0,25,0,8,8,4,2020
Justus Tavai,75761,ED,HAWAII,8,3,0,180,58.9,1,7,159,97.1,3.8,6,0,3.8,2,170,165,10,0,65.9,1,3,40,97.7,10,4,7.5,1,43,42,5,2020
Blessman Ta'ala,75762,DI,HAWAII,8,0,0,180,55.3,1,5,155,99.4,2.6,4,0,1.9,0,162,161,6,0,52.7,0,0,36,97.4,0,0,0,0,39,38,0,2020
Jonah Laulu,75763,ED,HAWAII,8,1,0,180,51.6,1,7,148,100,3.4,5,0,4.1,2,154,154,10,0,49.1,0,3,34,100,2.9,1,4.4,0,37,37,3,2020
Mason Mataafa,75764,ED,HAWAII,2,0,0,180,55.7,0,0,4,100,0,0,0,0,0,4,4,0,0,58.4,0,0,2,100,0,0,0,0,2,2,0,2020
Rushton Roberts,75768,ED,COLO STATE,1,0,0,144,57.8,0,0,2,100,0,0,0,0,0,2,2,0,0,58.8,0,0,1,100,0,0,0,0,1,1,0,2020
Devin Phillips,75771,DI,COLO STATE,2,0,0,144,66,1,1,37,100,10.8,4,1,5.4,1,38,38,3,0,72.6,0,0,12,100,25,3,8.3,1,12,12,1,2020
Mike Edwards,75772,ED,NEW MEX ST,2,0,0,242,55.8,0,0,7,71.4,0,0,0,0,0,14,10,0,0,57.3,0,0,2,66.7,0,0,0,0,3,2,0,2020
Donavan King,75773,ED,NEW MEX ST,2,0,0,242,87.4,1,5,40,100,20,8,1,10,1,42,42,7,0,80.5,0,5,18,100,33.3,6,19.4,1,19,19,6,2020
Justin Segura,75776,DI,NEW MEX ST,2,0,0,242,60,1,0,16,100,6.3,1,0,3.1,0,17,17,1,0,55.7,0,0,5,100,0,0,0,0,5,5,0,2020
Cole Godbout,75784,DI,WYOMING,5,1,0,351,64.2,2,8,161,100,6.8,11,1,4.3,2,166,166,12,1,69.2,1,6,53,100,13.2,7,10.4,2,54,54,9,2020
Dequan Jackson,75810,LB,COLO STATE,4,0,0,144,63.4,2,2,29,21.2,0,0,1,13.8,2,146,31,6,0,62.9,0,1,10,23.4,0,0,15,1,47,11,2,2020
Cam'Ron Carter,75811,LB,COLO STATE,4,0,0,144,68.8,1,3,29,23.8,6.9,2,0,13.8,2,126,30,6,0,67.5,0,2,11,31.6,18.2,2,18.2,1,38,12,3,2020
Troy Golden,75814,ED,COLO STATE,2,0,0,144,69.4,0,2,6,100,33.3,2,0,16.7,0,6,6,2,0,73.2,0,2,3,100,66.7,2,33.3,0,3,3,2,2020
Chuck Hicks,75816,LB,WYOMING,5,0,0,351,61.1,0,2,21,20,4.8,1,0,14.3,2,110,22,4,0,62,0,1,11,28.2,9.1,1,13.6,1,39,11,2,2020
Chad Muma,75818,LB,WYOMING,6,1,0,351,73.7,2,8,41,22.6,14.6,6,1,19.5,3,186,42,13,0,66.8,0,4,12,19,25,3,25,1,63,12,5,2020
Devin Richardson,75820,LB,NEW MEX ST,1,0,0,242,54.8,0,0,4,14.8,0,0,0,0,0,27,4,0,0,59.5,0,0,1,14.3,0,0,0,0,7,1,0,2020
Antonio Montero,75822,LB,RICE,4,0,0,275,55.9,1,1,14,19.4,0,0,0,7.1,0,72,14,2,0,55.2,0,1,3,15.8,0,0,16.7,0,19,3,1,2020
Treshawn Chamberlain,75823,LB,RICE,4,0,0,275,59.6,0,1,15,13.6,6.7,1,0,10,1,110,15,2,0,59.6,0,1,7,23.3,0,0,21.4,1,30,7,2,2020
Blaze Alldredge,75826,LB,RICE,5,1,1,275,69.4,0,5,40,27,12.5,5,1,8.8,1,148,40,6,1,74.7,0,1,11,26.2,9.1,1,13.6,1,42,11,2,2020
Jason Davis,75861,DI,WYOMING,1,0,0,351,60,0,0,1,100,0,0,0,0,0,1,1,0,0,60,0,0,1,100,0,0,0,0,1,1,0,2020
Ikenna Enechukwu,75875,ED,RICE,5,0,0,275,59.8,1,5,60,98.5,8.3,5,1,5,0,65,64,6,0,58.7,1,2,19,100,10.5,2,7.9,0,20,20,3,2020
Quinn Brinnon,75908,S,COLO STATE,3,0,0,144,58.4,0,0,1,2.3,0,0,0,0,0,44,1,0,0,,0,0,0,0,,0,,0,20,0,0,2020
Tywan Francis,75909,CB,COLO STATE,3,0,0,144,64.4,2,0,6,6.5,0,0,0,16.7,0,93,6,2,0,69.4,1,0,2,5,0,0,25,0,40,2,1,2020
Thomas Pannunzio,75953,S,COLO STATE,2,0,0,144,58.9,0,0,2,22.2,0,0,0,0,0,9,2,0,0,,0,0,0,0,,0,,0,4,0,0,2020
Chandler Jones,76565,CB,LOUISVILLE,10,0,0,210,76.9,0,0,4,2.6,0,0,2,25,1,196,5,1,0,76.8,0,0,1,1.8,0,0,100,1,55,1,1,2020
Jeremiah Lewis,76571,CB,DUKE,11,0,1,154,58.7,0,0,1,0.6,0,0,4,0,0,330,2,0,0,59.4,0,0,0,0.8,,0,,0,120,1,0,2020
Taiyon Palmer,76574,CB,NC STATE,3,0,0,248,50.6,0,1,6,12.1,0,0,1,8.3,0,58,7,1,0,53.5,0,1,4,25,0,0,12.5,0,20,5,1,2020
Isaac Duffy,76575,S,NC STATE,5,0,0,248,75.8,0,0,2,2.1,0,0,0,50,1,95,2,1,0,,0,0,0,0,,0,,0,20,0,0,2020
Kyler McMichael,76577,CB,N CAROLINA,8,0,0,245,65.7,0,2,4,1.4,25,1,2,25,0,280,4,2,0,64,0,1,1,1.1,100,1,50,0,93,1,1,2020
Mario Goodrich,76578,CB,CLEMSON,6,0,0,140,58.7,0,0,1,2.2,0,0,0,0,0,93,2,0,0,59.4,0,0,1,2.7,0,0,0,0,37,1,0,2020
Chauncey Moore,76581,CB,TEMPLE,4,0,0,306,57.3,0,0,2,3.2,0,0,0,0,0,63,2,0,0,57.3,0,0,2,6.9,0,0,0,0,29,2,0,2020
Ar'mani Johnson,76586,CB,SMU,10,0,1,287,56.7,0,0,4,1.3,0,0,1,0,0,303,4,0,0,,0,0,0,0,,0,,0,95,0,0,2020
Tanner McCalister,76591,S,OKLA STATE,10,0,0,262,54.2,0,2,6,1.9,0,0,0,16.7,0,318,6,2,0,56.3,0,1,2,1.7,0,0,25,0,120,2,1,2020
Byron Hanspard Jr.,76595,CB,BAYLOR,1,0,0,118,60,0,0,1,8.3,0,0,0,0,0,12,1,0,0,,0,0,0,0,,0,,0,4,0,0,2020
Mark Milton,76596,CB,BAYLOR,8,0,0,118,58.3,0,0,1,0.6,0,0,2,0,0,162,1,0,0,,0,0,0,0,,0,,0,49,0,0,2020
Elijah Jones,76601,CB,KANSAS,9,0,0,198,60,0,0,1,0.5,0,0,1,0,0,192,1,0,0,,0,0,0,0,,0,,0,54,0,0,2020
Ricky Thomas Jr.,76602,S,KANSAS,8,0,0,198,65.7,0,1,4,1.6,25,1,0,12.5,0,257,4,1,0,,0,0,0,0,,0,,0,66,0,0,2020
Capone Blue,76604,CB,KENT STATE,2,0,0,201,58.3,0,0,1,25,0,0,0,0,0,4,1,0,0,58.3,0,0,1,25,0,0,0,0,4,1,0,2020
Jeremiah Salaam,76605,CB,KENT STATE,4,0,0,201,58.7,0,0,1,1.6,0,0,3,0,0,123,2,0,0,,0,0,0,0,,0,,0,53,0,0,2020
Jalynn Williams,76606,CB,TOLEDO,2,0,0,316,60,0,0,1,9.1,0,0,1,0,0,11,1,0,0,,0,0,0,0,,0,,0,5,0,0,2020
AJ Uzodinma,76619,CB,BALL ST,6,0,1,117,76,1,0,8,3.1,0,0,3,31.3,2,256,8,3,0,77.3,1,0,7,8,0,0,35.7,2,87,7,3,2020
Justin Birchette,76620,CB,OHIO,3,0,0,259,49.5,0,1,6,8.9,0,0,0,8.3,0,79,7,1,0,51.2,0,0,3,9.1,0,0,0,0,33,3,0,2020
Jaiden Woodbey,76624,S,FLORIDA ST,8,0,0,167,51.7,0,3,8,5.2,0,0,2,18.8,0,153,8,3,0,52.7,0,1,5,10,0,0,10,0,50,5,1,2020
Asante Samuel Jr.,76625,CB,FLORIDA ST,8,0,1,167,51.3,0,1,3,1.4,0,0,5,16.7,0,282,4,1,0,54.1,0,1,1,2,0,0,50,0,102,2,1,2020
Marquis Williams,76627,CB,PITTSBURGH,10,0,0,268,58.3,0,0,1,0.3,0,0,2,0,0,311,1,0,0,58.3,0,0,1,0.8,0,0,0,0,118,1,0,2020
Erick Hallett,76631,CB,PITTSBURGH,10,0,0,268,66.9,0,0,0,0.4,,0,1,,0,249,1,0,0,,0,0,0,0,,0,,0,93,0,0,2020
Elijah Jones,76632,CB,BOSTON COL,11,0,2,121,54.1,0,0,4,1.5,0,0,5,0,0,274,4,0,0,59.5,0,0,1,0.8,0,0,0,0,125,1,0,2020
Jason Maitre,76634,CB,BOSTON COL,11,0,0,121,76.4,1,2,13,4.2,7.7,1,3,26.9,2,332,14,5,0,71.8,1,1,5,4.1,0,0,40,1,145,6,3,2020
Brendan Radley-Hiles,76640,CB,OKLAHOMA,8,1,1,261,78.7,1,1,8,3.2,12.5,1,7,25,1,250,8,3,0,59.4,0,1,1,1.6,0,0,50,0,63,1,1,2020
Andre Cisco,76641,S,SYRACUSE,2,0,0,304,59.1,0,0,2,2.3,0,0,0,0,0,88,2,0,0,,0,0,0,0,,0,,0,39,0,0,2020
Cam Jonas,76642,S,SYRACUSE,3,0,0,304,88.6,0,0,1,3.3,0,0,0,100,1,30,1,1,0,,0,0,0,0,,0,,0,8,0,0,2020
Trill Williams,76643,CB,SYRACUSE,5,0,0,304,58.1,1,0,5,2.9,0,0,3,10,0,173,5,1,0,59.7,1,0,1,1.6,0,0,50,0,63,1,1,2020
DeAndre Hollins,76647,CB,N CAROLINA,8,0,0,245,53.7,0,2,5,4.1,0,0,3,20,0,146,6,2,0,60,0,0,1,1.7,0,0,0,0,59,1,0,2020
Trey Morrison,76650,S,N CAROLINA,11,0,0,245,66,1,1,16,4.3,12.5,2,5,6.3,0,418,18,2,0,60.1,0,1,7,4.5,14.3,1,7.1,0,155,7,1,2020
Jaylon King,76652,S,GA TECH,8,0,0,176,64.9,0,0,7,22.9,0,0,0,0,0,35,8,0,0,,0,0,0,0,,0,,0,9,0,0,2020
Zamari Walton,76654,CB,GA TECH,10,0,0,176,67.6,0,0,1,0.9,0,0,2,0,0,324,3,0,0,,0,0,0,0,,0,,0,118,0,0,2020
Juanyeh Thomas,76655,S,GA TECH,10,0,0,176,57.9,0,0,2,0.6,0,0,1,0,0,336,2,0,0,,0,0,0,0,,0,,0,123,0,0,2020
Coen King,76659,S,VIRGINIA,8,0,0,335,63,0,0,4,2.1,25,1,0,0,0,193,4,0,0,65.2,0,0,1,1.9,100,1,0,0,54,1,0,2020
Nadir Thompson,76660,CB,VA TECH,4,0,0,337,56.1,0,0,3,3.8,0,0,1,0,0,80,3,0,0,59.9,0,0,1,3.3,0,0,0,0,30,1,0,2020
Chamarri Conner,76662,CB,VA TECH,11,0,0,337,66,5,5,43,9.8,9.3,4,2,11.6,0,447,44,10,0,63.4,2,2,18,10.4,5.6,1,11.1,0,173,18,4,2020
Armani Chatman,76663,CB,VA TECH,10,0,0,337,81.7,1,1,8,2.9,37.5,3,1,25,1,279,8,3,0,79.4,0,1,4,3.9,50,2,37.5,1,103,4,2,2020
Jermaine Waller,76664,CB,VA TECH,2,0,0,337,59.3,0,1,1,2,0,0,0,50,0,51,1,1,0,59.3,0,1,1,9.1,0,0,50,0,11,1,1,2020
Tanner Ingle,76667,S,NC STATE,7,0,1,248,91.4,2,1,11,7.8,27.3,3,3,13.6,0,154,12,3,0,75.7,0,0,2,10.3,50,1,0,0,29,3,0,2020
Gilbert Frierson,76668,LB,MIAMI FL,10,0,1,220,61.2,1,8,41,15.7,14.6,6,1,15.9,2,281,44,11,0,67,1,5,22,21.9,27.3,6,22.7,2,105,23,8,2020
Al Blades Jr.,76669,CB,MIAMI FL,8,0,0,220,55.9,0,0,2,0.7,0,0,4,0,0,293,2,0,0,,0,0,0,0,,0,,0,104,0,0,2020
DJ Ivey,76670,CB,MIAMI FL,10,0,1,220,57.5,0,0,2,0.6,0,0,3,0,0,315,2,0,0,,0,0,0,0,,0,,0,119,0,0,2020
Gurvan Hall Jr.,76671,S,MIAMI FL,10,0,0,220,55.2,1,0,10,4.1,10,1,1,5,0,242,10,1,0,58.6,1,0,6,5.9,16.7,1,8.3,0,102,6,1,2020
Michael McMorris,76674,CB,NAVY,8,0,0,237,47.2,0,0,11,7.9,0,0,1,0,0,139,11,0,0,46.8,0,0,7,20.6,0,0,0,0,34,7,0,2020
Mitchell West,76676,S,NAVY,8,0,0,237,71.3,1,0,3,1.8,0,0,0,16.7,0,164,3,1,0,,0,0,0,0,,0,,0,30,0,0,2020
Jamal Glenn,76677,CB,NAVY,3,0,0,237,58.6,0,0,2,4,0,0,0,0,0,50,2,0,0,,0,0,0,0,,0,,0,9,0,0,2020
Jermaine McMillian,76684,S,UCF,8,0,0,323,59.3,0,0,7,9.7,14.3,1,0,0,0,72,7,0,0,56.3,0,0,3,6.8,0,0,0,0,44,3,0,2020
Derek Gainous,76685,S,UCF,9,0,0,323,46.5,0,1,6,2.6,0,0,0,8.3,0,234,6,1,0,47,0,1,3,2.6,0,0,16.7,0,116,3,1,2020
Quindell Johnson,76689,S,MEMPHIS,10,0,0,218,54.6,0,1,5,1.5,0,0,0,10,0,398,6,1,0,57,0,0,1,1.6,0,0,0,0,122,2,0,2020
Myles Berry,76702,LB,E CAROLINA,8,0,1,156,59.2,0,2,37,34.8,8.1,3,1,8.1,2,115,40,4,0,50,0,1,15,42.9,0,0,3.3,0,35,15,1,2020
Warren Saba,76713,S,E CAROLINA,7,0,0,156,71.1,0,1,9,7,11.1,1,1,16.7,1,143,10,2,0,76.4,0,0,4,9.8,25,1,25,1,41,4,1,2020
Nolan Johnson,76714,CB,E CAROLINA,9,0,0,156,48.6,0,1,6,3,0,0,1,8.3,0,198,6,1,0,50.4,0,1,2,3.5,0,0,25,0,57,2,1,2020
Jalen Green,76723,CB,TEXAS,8,0,0,311,92.6,0,0,2,1.1,0,0,2,50,1,175,2,1,0,,0,0,0,0,,0,,0,57,0,0,2020
Anthony Cook,76724,CB,TEXAS,9,0,0,311,63.2,0,0,10,9.4,10,1,1,0,0,106,10,0,0,57,0,0,2,5.1,0,0,0,0,39,2,0,2020
Caden Sterns,76725,S,TEXAS,7,0,0,311,56.9,0,0,1,0.3,0,0,0,0,0,291,1,0,0,,0,0,0,0,,0,,0,91,0,0,2020
B.J. Foster,76728,S,TEXAS,8,0,0,311,57.1,0,0,2,1.1,0,0,0,0,0,187,2,0,0,,0,0,0,0,,0,,0,64,0,0,2020
DeMarvion Overshown,76729,LB,TEXAS,9,0,0,311,59.5,1,5,30,8.3,3.3,1,0,13.3,1,373,31,7,0,57.9,0,2,10,8.7,10,1,10,0,126,11,2,2020
Anthony Johnson Jr.,76736,CB,IOWA STATE,10,0,0,193,46.4,0,2,16,5.2,0,0,0,12.5,1,348,18,3,0,50.9,0,1,5,15.8,0,0,10,0,38,6,1,2020
Ekow Boye-Doe,76742,CB,KANSAS ST,8,0,1,199,59.6,0,0,0,0.4,,0,2,,0,279,1,0,0,,0,0,0,0,,0,,0,104,0,0,2020
Wayne Jones,76744,S,KANSAS ST,10,1,0,199,67.2,1,0,1,0.8,0,0,2,50,0,122,1,1,0,59,0,0,1,4.5,0,0,0,0,22,1,0,2020
Richie Carpenter Jr.,76757,S,KENT STATE,4,0,0,201,68.6,0,1,1,1.1,0,0,0,50,0,95,1,1,0,,0,0,0,0,,0,,0,33,0,0,2020
Cecil Singleton Jr.,76760,S,MIAMI OH,3,1,0,221,80.3,1,1,4,5,25,1,0,50,1,80,4,3,1,84.1,1,1,2,6.3,50,1,100,1,32,2,3,2020
Nate Bauer,76764,S,TOLEDO,6,0,0,316,63.9,0,0,6,4.3,0,0,0,0,0,188,8,0,0,68.1,0,0,2,4.5,0,0,0,0,66,3,0,2020
Patrick Lupro,76765,CB,W MICHIGAN,6,1,0,347,66.3,0,0,8,3.8,0,0,4,0,0,210,8,0,0,56.7,0,0,2,3.2,0,0,0,0,63,2,0,2020
Jake Moertl,76771,S,W MICHIGAN,5,0,0,347,58.2,0,0,2,8,0,0,0,0,0,25,2,0,0,,0,0,0,0,,0,,0,6,0,0,2020
Caleb Biggers,76772,CB,BOWL GREEN,5,0,0,122,57.9,0,0,2,1.6,0,0,2,0,0,127,2,0,0,59.7,0,0,1,2.6,0,0,0,0,38,1,0,2020
EJ Williams,76779,S,E MICHIGAN,2,0,0,160,63.7,0,1,1,20,100,1,0,50,0,5,1,1,0,,0,0,0,0,,0,,0,2,0,0,2020
Jerodd Vines,76781,CB,E MICHIGAN,5,0,0,160,60,0,0,0,0.8,,0,1,,0,133,1,0,0,,0,0,0,0,,0,,0,25,0,0,2020
Willie Reid,76784,S,C MICHIGAN,6,0,0,134,59.8,0,1,5,3,0,0,2,10,0,203,6,1,0,62,0,1,4,5.1,0,0,12.5,0,79,4,1,2020
Charlie Thomas III,76790,S,GA TECH,10,1,0,176,57.4,0,2,42,31.1,4.8,2,0,4.8,1,148,46,3,0,53.7,0,0,21,46.9,4.8,1,0,0,49,23,0,2020
D'Shawn Jamison,76791,CB,TEXAS,9,0,0,311,57.1,0,0,2,0.6,0,0,3,0,0,322,2,0,0,,0,0,0,0,,0,,0,111,0,0,2020
Dennis Briggs Jr.,76792,DI,FLORIDA ST,5,0,0,167,58.2,0,5,90,100,4.4,4,1,2.8,0,103,103,5,0,62.2,0,5,29,100,10.3,3,8.6,0,34,34,5,2020
Jarrett Jackson,76795,DI,FLORIDA ST,1,0,0,167,58.5,0,0,2,100,0,0,0,0,0,2,2,0,0,58.5,0,0,2,100,0,0,0,0,2,2,0,2020
